"logFC" "AveExpr" "t" "P.Value" "adj.P.Val" "B" "Ensembl_ID" "Gene.name"
"ENSG00000120693.14" -0.22990547486217 1.96033018229339 -4.14458287305949 3.67150551978061e-05 0.000879806882658363 1.93104891822928 "ENSG00000120693.14" "SMAD9"
"ENSG00000182636.8" -0.281500667869438 3.46332801288245 -4.14344758240935 3.68944865555692e-05 0.000882943317727226 1.87586043168646 "ENSG00000182636.8" "NDN"
"ENSG00000153250.20" -0.173652111200266 5.73480842409732 -4.1408234812727 3.73124185518503e-05 0.000891771706466561 1.62000129650016 "ENSG00000153250.20" "RBMS1"
"ENSG00000162493.16" -0.315595169477353 4.19522798718195 -4.13514711116421 3.82319253974598e-05 0.000911400375863075 1.74428991096932 "ENSG00000162493.16" "PDPN"
"ENSG00000149043.16" -0.573386879900269 0.189330352131523 -4.13513495642255 3.82339172412319e-05 0.000911400375863075 1.8833206469515 "ENSG00000149043.16" "SYT8"
"ENSG00000096060.15" -0.328496868725082 6.15896164171959 -4.12855467976863 3.93268567255028e-05 0.000936226269795086 1.57048942640544 "ENSG00000096060.15" "FKBP5"
"ENSG00000154217.15" -0.203727085045111 4.41579758141358 -4.12778076436886 3.94573331162004e-05 0.000938104542114316 1.67040872422272 "ENSG00000154217.15" "PITPNC1"
"ENSG00000011295.16" 0.146397860217861 5.82889474541708 4.12695124356058 3.9597640941164e-05 0.000940211349135627 1.58059708323466 "ENSG00000011295.16" "TTC19"
"ENSG00000219481.10" -0.240436322038169 4.15284801174636 -4.12491570312828 3.99439509476684e-05 0.000945316017558932 1.71089797973606 "ENSG00000219481.10" "NBPF1"
"ENSG00000253552.8" -0.309917972329986 -0.0374389391579874 -4.12491448678431 3.99441587442497e-05 0.000945316017558932 1.91106193447501 "ENSG00000253552.8" "HOXA-AS2"
"ENSG00000107242.20" -0.452067969390664 1.14085875537514 -4.12430764011786 4.00479588320568e-05 0.000945316017558932 1.88517751491618 "ENSG00000107242.20" "PIP5K1B"
"ENSG00000136011.15" -0.378873732987991 -1.48635750738162 -4.12406240215898 4.00899790511722e-05 0.000945316017558932 1.91967131254099 "ENSG00000136011.15" "STAB2"
"ENSG00000099139.14" -0.284113718827201 3.00949192222892 -4.12400251688588 4.01002464371452e-05 0.000945316017558932 1.81756254501766 "ENSG00000099139.14" "PCSK5"
"ENSG00000064692.20" -0.353819028217657 1.18489249605554 -4.12386125521079 4.01244757837858e-05 0.000945316017558932 1.88756757637281 "ENSG00000064692.20" "SNCAIP"
"ENSG00000100321.15" 0.263762944951393 4.91715411159266 4.12215643510027 4.04179875512067e-05 0.000950861918050281 1.63299277311546 "ENSG00000100321.15" "SYNGR1"
"ENSG00000232229.6" -0.401429512784446 0.69509017526453 -4.12188773675708 4.04644339438595e-05 0.000950861918050281 1.89205501766812 "ENSG00000232229.6" "LINC00865"
"ENSG00000143079.15" -0.139808619938173 5.18855174198761 -4.12090397763245 4.06349167594999e-05 0.000953295967455771 1.5652658303232 "ENSG00000143079.15" "CTTNBP2NL"
"ENSG00000123096.12" -0.243321307971406 4.40242654699752 -4.12043713915753 4.07160572059458e-05 0.000953295967455771 1.64623194471055 "ENSG00000123096.12" "SSPN"
"ENSG00000084636.18" -0.280332735661335 6.37377498545521 -4.12035843148779 4.07297524176014e-05 0.000953295967455771 1.53940161934079 "ENSG00000084636.18" "COL16A1"
"ENSG00000271913.7" 0.188859436006838 0.459125328842812 4.12008324219424 4.0777670039619e-05 0.000953295967455771 1.88374544446607 "ENSG00000271913.7" "AL035530.2"
"ENSG00000262655.4" -0.420242315758086 5.11494358886632 -4.1195446813591 4.08716025522405e-05 0.000954265349448202 1.6339016658853 "ENSG00000262655.4" "SPON1"
"ENSG00000149131.17" -0.253504476307927 7.89402401216776 -4.11856029991976 4.10438239830283e-05 0.000957028854284733 1.52864392696577 "ENSG00000149131.17" "SERPING1"
"ENSG00000111911.7" 0.154476165159196 5.51003025548736 4.11826739364006 4.10952020670979e-05 0.000957028854284733 1.55368787513229 "ENSG00000111911.7" "HINT3"
"ENSG00000279722.1" -0.177828783692268 0.361572607138085 -4.11510662132084 4.1653528447602e-05 0.000968790761387449 1.86837972119677 "ENSG00000279722.1" "AC007342.7"
"ENSG00000091656.19" -0.375595212124479 3.30272585871634 -4.1111037270753 4.23709567219347e-05 0.000984218340815516 1.76890337838901 "ENSG00000091656.19" "ZFHX4"
"ENSG00000129116.19" -0.219219012913308 7.72334216914394 -4.10931842539056 4.26947032564518e-05 0.000990473549525952 1.48643012916608 "ENSG00000129116.19" "PALLD"
"ENSG00000127334.11" -0.158354432967825 5.35742891026432 -4.10838194743556 4.28654624044569e-05 0.000993168191353201 1.51481211284618 "ENSG00000127334.11" "DYRK2"
"ENSG00000243056.2" 0.247593922748565 -1.15627782070266 4.10805265542767 4.29256601549146e-05 0.000993297591472756 1.85675212093143 "ENSG00000243056.2" "EIF4EBP3"
"ENSG00000211950.2" -0.699678980066571 0.92745183273098 -4.1074603115278 4.30341485435095e-05 0.000994542685780624 1.80045207948272 "ENSG00000211950.2" "IGHV1-24"
"ENSG00000234350.5" 0.362666259076657 -1.53791014621282 4.10641782228692 4.32257143840818e-05 0.000997702148753401 1.85236545140604 "ENSG00000234350.5" "AC007405.1"
"ENSG00000121542.12" 0.0919423747882933 3.8685911084992 4.10566379077777 4.33647783397515e-05 0.000999643331360457 1.62771248498404 "ENSG00000121542.12" "SEC22A"
"ENSG00000101871.16" -0.251571942035079 3.0544288019988 -4.10416626869416 4.36422233556128e-05 0.00100367254752784 1.58550324853836 "ENSG00000101871.16" "MID1"
"ENSG00000239951.1" -0.628493572604377 4.63220965606891 -4.10405221419312 4.36634231209769e-05 0.00100367254752784 1.51500361885121 "ENSG00000239951.1" "IGKV3-20"
"ENSG00000205981.8" 0.154580346471199 5.09722206003681 4.10382805802304 4.37051164307263e-05 0.00100367254752784 1.53365913208359 "ENSG00000205981.8" "DNAJC19"
"ENSG00000167315.18" -0.169222420944134 5.23624284621723 -4.101586037736 4.41242208092431e-05 0.00101201932922889 1.48889601062713 "ENSG00000167315.18" "ACAA2"
"ENSG00000272047.3" 0.152844935835671 5.13989234220553 4.1009980507352 4.4234764354892e-05 0.00101220980969891 1.51208998173256 "ENSG00000272047.3" "GTF2H5"
"ENSG00000286177.1" -0.17851659167673 0.107766042923011 -4.10094988657529 4.42438310265359e-05 0.00101220980969891 1.82080528159793 "ENSG00000286177.1" "AC011462.5"
"ENSG00000106819.13" -0.492978648528393 5.91719221604868 -4.09958448417807 4.4501596987182e-05 0.00101682794723978 1.54863670541805 "ENSG00000106819.13" "ASPN"
"ENSG00000204262.14" -0.331903157183076 8.63297198553554 -4.09867136837161 4.46747737343713e-05 0.00101920985524068 1.45103385543756 "ENSG00000204262.14" "COL5A2"
"ENSG00000286039.1" -0.322029584835486 -0.561063152160481 -4.09844441117071 4.47179164549188e-05 0.00101920985524068 1.81423914933092 "ENSG00000286039.1" "AC093849.2"
"ENSG00000172927.8" -0.573871143244592 0.338138222599114 -4.0974722694526 4.49031608529589e-05 0.00102215105080553 1.78795275792599 "ENSG00000172927.8" "MYEOV"
"ENSG00000125703.15" -0.112594136775553 3.65653126593128 -4.0962217983133 4.51425135572541e-05 0.00102631504572417 1.60736194226859 "ENSG00000125703.15" "ATG4C"
"ENSG00000155324.10" -0.179610993662593 4.19310055226709 -4.09537838776157 4.53046344918493e-05 0.00102871497145787 1.53337010638561 "ENSG00000155324.10" "GRAMD2B"
"ENSG00000196368.5" -0.355038038151115 0.421547567860424 -4.09427176484398 4.55181891231449e-05 0.0010322753413613 1.77462485416235 "ENSG00000196368.5" "NUDT11"
"ENSG00000196747.4" -0.57728510399097 -0.525199603079885 -4.09318571695936 4.57287024571467e-05 0.00103575795802065 1.79663273020375 "ENSG00000196747.4" "H2AC13"
"ENSG00000166670.10" -0.643354686049519 0.43208651053995 -4.09178993606962 4.60006105796218e-05 0.0010406207776395 1.78629593815421 "ENSG00000166670.10" "MMP10"
"ENSG00000198814.13" 0.20685817940282 2.89450009842452 4.08996477301895 4.63584824654594e-05 0.00104731004946308 1.66952289384492 "ENSG00000198814.13" "GK"
"ENSG00000010292.13" -0.144698975562185 6.54046260151936 -4.08969564870877 4.64114745913374e-05 0.00104731004946308 1.40900474786416 "ENSG00000010292.13" "NCAPD2"
"ENSG00000259807.2" -0.336496687445865 0.599977522797509 -4.0892129791232 4.65066591328712e-05 0.0010481575171111 1.76667293457464 "ENSG00000259807.2" "AC009093.1"
"ENSG00000087510.7" -0.274638085106071 5.67746398875644 -4.08843785214271 4.66599055185104e-05 0.00105030985342904 1.41306622048058 "ENSG00000087510.7" "TFAP2C"
"ENSG00000092929.12" -0.275639795879577 4.19016812228654 -4.08630929901698 4.70832009451125e-05 0.00105852813200211 1.45773347069921 "ENSG00000092929.12" "UNC13D"
"ENSG00000179151.13" -0.0974979096615778 5.11234197320033 -4.08584016911222 4.71769837335348e-05 0.00105932713598214 1.45091315481623 "ENSG00000179151.13" "EDC3"
"ENSG00000108784.10" 0.174098366178014 4.98366023936141 4.08417319480693 4.75116620004012e-05 0.00106552664422108 1.47390533694739 "ENSG00000108784.10" "NAGLU"
"ENSG00000185483.12" -0.286773533236768 2.12898172683477 -4.08090660659493 4.81740423228887e-05 0.00107905108592205 1.62984924977077 "ENSG00000185483.12" "ROR1"
"ENSG00000180611.7" -0.230813488752668 3.11110821072648 -4.07597575425052 4.91905210250253e-05 0.00110046395621545 1.58607287895819 "ENSG00000180611.7" "MB21D2"
"ENSG00000140563.15" -0.324839610349855 1.7306646667987 -4.07556020833433 4.92771083572665e-05 0.00110104674054295 1.62766002993441 "ENSG00000140563.15" "MCTP2"
"ENSG00000188610.12" -0.252328859020528 -0.187560168063779 -4.07449841324916 4.94990123094132e-05 0.0011046478967897 1.69540568158104 "ENSG00000188610.12" "FAM72B"
"ENSG00000138080.14" -0.317806103785807 6.00068072910683 -4.07309070077289 4.97946720771124e-05 0.00110874518999631 1.36696117497743 "ENSG00000138080.14" "EMILIN1"
"ENSG00000129757.14" -0.267129714658659 3.39473829661494 -4.07275646140569 4.98651177256901e-05 0.00110874518999631 1.54224504865956 "ENSG00000129757.14" "CDKN1C"
"ENSG00000157152.17" -0.412210656007032 0.342977579955103 -4.0727546876081 4.98654918307115e-05 0.00110874518999631 1.69007773389 "ENSG00000157152.17" "SYN2"
"ENSG00000196372.13" 0.206137055887281 6.04766122392013 4.07173264572435 5.00814904331999e-05 0.00111218821489504 1.36199646102789 "ENSG00000196372.13" "ASB13"
"ENSG00000214753.4" -0.114046309427346 5.84399848257008 -4.07124162445074 5.01855785403479e-05 0.00111223460208052 1.34501301333811 "ENSG00000214753.4" "HNRNPUL2"
"ENSG00000249715.12" 0.389332365846235 -0.980046712596346 4.07114595150007 5.02058834565707e-05 0.00111223460208052 1.71614708289869 "ENSG00000249715.12" "FER1L5"
"ENSG00000213866.3" -0.148385457331784 1.54793815583904 -4.07027252519611 5.03916138520406e-05 0.00111499108605951 1.61858001080367 "ENSG00000213866.3" "YBX1P10"
"ENSG00000075651.16" -0.211753594445217 3.73083999377436 -4.06867532294473 5.073294002631e-05 0.00112084213938966 1.43516492507596 "ENSG00000075651.16" "PLD1"
"ENSG00000135540.11" -0.187197094931631 3.84110855150062 -4.0683480313221 5.08031534462661e-05 0.00112084213938966 1.42034148682432 "ENSG00000135540.11" "NHSL1"
"ENSG00000162733.19" -0.265959179266592 5.3385981136464 -4.06817213581023 5.08409261599116e-05 0.00112084213938966 1.35927892093255 "ENSG00000162733.19" "DDR2"
"ENSG00000239467.6" 0.34075733115426 1.08972444285457 4.0662979532259 5.12450564105114e-05 0.00112832918108699 1.67895151829639 "ENSG00000239467.6" "AC007405.3"
"ENSG00000138759.19" -0.401488521388939 2.23274889894728 -4.06602295940371 5.1304609234602e-05 0.00112832918108699 1.59677273197822 "ENSG00000138759.19" "FRAS1"
"ENSG00000181472.5" 0.136600600672709 4.92074025723354 4.06441234970854 5.16547248513681e-05 0.00113465716859503 1.38702261185665 "ENSG00000181472.5" "ZBTB2"
"ENSG00000154721.15" -0.251963781061291 3.67317787071549 -4.0637720245351 5.17945481948125e-05 0.00113635614302443 1.54584149902131 "ENSG00000154721.15" "JAM2"
"ENSG00000144619.15" -0.469451473370414 2.01092283710032 -4.0603023193378 5.25584712587426e-05 0.00115172707861929 1.62797921833632 "ENSG00000144619.15" "CNTN4"
"ENSG00000179542.16" -0.390542001101376 1.610316997733 -4.05958137004792 5.27185382216978e-05 0.00115384449239018 1.63137589318687 "ENSG00000179542.16" "SLITRK4"
"ENSG00000008018.9" 0.145348642448028 7.17347197463329 4.05874512887047 5.29047820287153e-05 0.00115652905713735 1.28440910535576 "ENSG00000008018.9" "PSMB1"
"ENSG00000123130.17" -0.168179144145109 4.76173754875179 -4.05411178566439 5.39480639697587e-05 0.00117792003299156 1.31697775362555 "ENSG00000123130.17" "ACOT9"
"ENSG00000176490.5" -0.370858076935552 3.02795436543816 -4.0525579989682 5.43022767910866e-05 0.00118385124023984 1.42233878592609 "ENSG00000176490.5" "DIRAS1"
"ENSG00000197885.11" 0.137598848442555 3.52158548269029 4.05234987619312 5.43498892456713e-05 0.00118385124023984 1.47793528105454 "ENSG00000197885.11" "NKIRAS1"
"ENSG00000269113.4" -0.393649613876094 1.48079977923099 -4.05191624449175 5.44492188643633e-05 0.00118459616352277 1.61925853504825 "ENSG00000269113.4" "TRABD2B"
"ENSG00000177098.9" -0.312200112490915 2.57822709017369 -4.05012869918499 5.48605032530794e-05 0.00119211808024732 1.57590780436219 "ENSG00000177098.9" "SCN4B"
"ENSG00000154274.15" -0.489993036072502 1.55223552065671 -4.04955373315658 5.49934186249723e-05 0.00119358030781742 1.57447953892479 "ENSG00000154274.15" "C4orf19"
"ENSG00000156453.14" 0.195116344483614 6.48398082434827 4.04776640437491 5.54085505363031e-05 0.0012001086380086 1.26211872846272 "ENSG00000156453.14" "PCDH1"
"ENSG00000130595.19" -0.537121668668105 -1.1369870835249 -4.04769080812337 5.54261741767774e-05 0.0012001086380086 1.62532595708398 "ENSG00000130595.19" "TNNT3"
"ENSG00000171451.14" -0.331561994831493 2.55837261430662 -4.04687271213642 5.56172361335077e-05 0.00120281366325355 1.54991971682338 "ENSG00000171451.14" "DSEL"
"ENSG00000172986.13" -0.375493101993084 3.79832595413878 -4.04637227241654 5.57344189748839e-05 0.00120391640417481 1.43474328739615 "ENSG00000172986.13" "GXYLT2"
"ENSG00000135519.8" -0.407438448347659 -0.791743895011706 -4.04471866365491 5.61232953971398e-05 0.00121087840650436 1.60710262849287 "ENSG00000135519.8" "KCNH3"
"ENSG00000120471.15" -0.425154249909353 -1.40862180198919 -4.0434500716255 5.64233712709399e-05 0.00121591028042163 1.61095418609202 "ENSG00000120471.15" "TP53AIP1"
"ENSG00000226015.2" 0.253727134559903 0.534330283201023 4.04241837098799 5.66685337637947e-05 0.0012197482746697 1.59161293011961 "ENSG00000226015.2" "CCT8P1"
"ENSG00000173517.10" -0.181445270250122 5.58584347713908 -4.03954125383847 5.73575706121749e-05 0.00123311996961494 1.2430119510435 "ENSG00000173517.10" "PEAK1"
"ENSG00000143297.19" -0.596639158380423 0.318940012928533 -4.03764099047658 5.78170113980565e-05 0.00124152987403524 1.55025255027221 "ENSG00000143297.19" "FCRL5"
"ENSG00000198467.16" -0.288858103995318 6.45228103885209 -4.03533419626808 5.83794329050569e-05 0.00125212868594006 1.19305747006009 "ENSG00000198467.16" "TPM2"
"ENSG00000235531.11" -0.274504282478326 1.40496265154877 -4.03353575487561 5.88215078046262e-05 0.00126012436272149 1.53566008441455 "ENSG00000235531.11" "MSC-AS1"
"ENSG00000072110.15" -0.168732042619094 8.26155680244941 -4.02946306361876 5.98343795521905e-05 0.00128031493564146 1.1857120828123 "ENSG00000072110.15" "ACTN1"
"ENSG00000259994.1" -0.163676066946392 0.677699291257444 -4.02791413587766 6.02239188851667e-05 0.00128713588329426 1.52259804796107 "ENSG00000259994.1" "AL353796.1"
"ENSG00000126787.13" -0.203177307692479 3.82268087730551 -4.02727616535747 6.03850600370476e-05 0.00128906510792702 1.24983440927214 "ENSG00000126787.13" "DLGAP5"
"ENSG00000111341.10" 0.484455470509907 9.33488677123924 4.02683017863736 6.04979518552203e-05 0.00128938640344833 1.19421356203583 "ENSG00000111341.10" "MGP"
"ENSG00000182013.18" -0.396695154406383 3.47220255632344 -4.02645976073842 6.05918671721727e-05 0.00128938640344833 1.30620900337974 "ENSG00000182013.18" "PNMA8A"
"ENSG00000018408.15" -0.192556309590607 6.15748677560496 -4.02637732245661 6.06127872744846e-05 0.00128938640344833 1.1587028691522 "ENSG00000018408.15" "WWTR1"
"ENSG00000120802.14" -0.142455226604489 6.66983863773843 -4.02565580739879 6.07961763699432e-05 0.00129177670072024 1.15395462511715 "ENSG00000120802.14" "TMPO"
"ENSG00000261742.6" -0.421615737848705 -0.699714098635024 -4.02461938059805 6.10605281284934e-05 0.00129587967981451 1.53893015399441 "ENSG00000261742.6" "LINC00922"
"ENSG00000158481.13" -0.474795749076292 0.183334527012079 -4.02097295907185 6.19992753534913e-05 0.00131426902112972 1.51013296349577 "ENSG00000158481.13" "CD1C"
"ENSG00000033627.17" 0.132730095174233 6.07867430184102 4.01798486688407 6.27787236560947e-05 0.00132924263778469 1.14658892732678 "ENSG00000033627.17" "ATP6V0A1"
"ENSG00000255399.4" -0.33011990006634 0.949383213347779 -4.01739126497401 6.29346675839571e-05 0.00133099503955467 1.49298187259548 "ENSG00000255399.4" "TBX5-AS1"
"ENSG00000137225.13" -0.283544878659453 -0.159600892138754 -4.01588443899057 6.33321735455863e-05 0.00133784619331838 1.49902182830891 "ENSG00000137225.13" "CAPN11"
"ENSG00000125967.17" 0.235974458908491 5.26818107886838 4.01275829778166 6.41644640511942e-05 0.00135385530413355 1.22192192415993 "ENSG00000125967.17" "NECAB3"
"ENSG00000154723.12" 0.148370619800875 5.67873221082704 4.00887945271714 6.52115670562008e-05 0.00137435455575687 1.10870883521812 "ENSG00000154723.12" "ATP5PF"
"ENSG00000105926.16" -0.225439138701997 2.28706444326494 -4.00820327385605 6.5395752785962e-05 0.00137588817091056 1.27519174622661 "ENSG00000105926.16" "MPP6"
"ENSG00000184786.6" 0.190871643477025 1.07961918873088 4.00805710924318 6.54356316163203e-05 0.00137588817091056 1.43402167439984 "ENSG00000184786.6" "TCTE3"
"ENSG00000228748.2" -0.323467547325283 -1.05555794235294 -4.00610415386914 6.59706824655462e-05 0.0013855366890108 1.46937436531955 "ENSG00000228748.2" "AL450306.1"
"ENSG00000104325.7" 0.174502281759125 6.02011656490365 4.00359223732161 6.66649694745724e-05 0.00139850341961191 1.07533384092933 "ENSG00000104325.7" "DECR1"
"ENSG00000083857.14" -0.297513157289068 6.8365357945488 -4.0017348745427 6.71827863863711e-05 0.00140774253317433 1.06645768434238 "ENSG00000083857.14" "FAT1"
"ENSG00000163069.13" -0.185691176876554 5.31744760339144 -4.00079763014515 6.74455267806478e-05 0.00141162168134226 1.09522296122262 "ENSG00000163069.13" "SGCB"
"ENSG00000174944.9" -0.266847988254956 0.607611500866623 -3.99954055441446 6.77994554517443e-05 0.00141739827098428 1.42211722294843 "ENSG00000174944.9" "P2RY14"
"ENSG00000213523.10" 0.139545793733724 5.08630872356692 3.99666227516912 6.86164720291397e-05 0.00143283167998392 1.11246545499336 "ENSG00000213523.10" "SRA1"
"ENSG00000257108.2" 0.409328380525786 0.889525024519297 3.99614267897188 6.87649529624315e-05 0.00143428550972558 1.42015846597806 "ENSG00000257108.2" "NHLRC4"
"ENSG00000181218.5" -0.483474150555661 3.28040014400595 -3.99519990108009 6.90351408258064e-05 0.00143827163956445 1.23172569110865 "ENSG00000181218.5" "H2AW"
"ENSG00000223756.7" -0.286616942513038 -0.285124001348318 -3.99319966130805 6.96117179477747e-05 0.00144724682474865 1.41158762392661 "ENSG00000223756.7" "TSSC2"
"ENSG00000281392.2" -0.286630918279813 -1.57359917485113 -3.99315348936429 6.96250809135182e-05 0.00144724682474865 1.41601344205235 "ENSG00000281392.2" "LINC00506"
"ENSG00000169964.8" 0.151995499431644 3.32889746330196 3.99267280585703 6.97643435315159e-05 0.00144848616455618 1.2480316291374 "ENSG00000169964.8" "TMEM42"
"ENSG00000136425.14" -0.256579347630221 1.50096976505979 -3.99222657856614 6.98938597317964e-05 0.00144952054823479 1.30766749471077 "ENSG00000136425.14" "CIB2"
"ENSG00000166448.15" -0.3782704256346 0.695650328547069 -3.99147959858242 7.011117851125e-05 0.0014523714291146 1.39472820936552 "ENSG00000166448.15" "TMEM130"
"ENSG00000163827.13" -0.357618390290589 -1.18535348329604 -3.99033048286446 7.04467408232154e-05 0.00145656934219673 1.40678022498549 "ENSG00000163827.13" "LRRC2"
"ENSG00000169946.14" -0.316293963844783 2.3695947882269 -3.99023738015294 7.04739950040205e-05 0.00145656934219673 1.34645758304624 "ENSG00000169946.14" "ZFPM2"
"ENSG00000050555.19" -0.356278825478513 1.28121980511191 -3.98720913555129 7.13659260854902e-05 0.00147332969766504 1.34340741695461 "ENSG00000050555.19" "LAMC3"
"ENSG00000168490.14" -0.32280189186401 0.00299196194885995 -3.98651982632237 7.15704421452559e-05 0.00147587664596135 1.38611350117924 "ENSG00000168490.14" "PHYHIP"
"ENSG00000147677.11" 0.188718051589458 8.4492699822914 3.98521468328976 7.19591959728709e-05 0.00148106291809763 1.01157214517428 "ENSG00000147677.11" "EIF3H"
"ENSG00000169895.6" 0.152826686988042 7.15483823636572 3.98512894460602 7.19848042444636e-05 0.00148106291809763 0.99675479787693 "ENSG00000169895.6" "SYAP1"
"ENSG00000101079.21" 0.118985355994282 5.98552642256642 3.98286388450719 7.26644628791556e-05 0.00149317781595304 1.00483429087521 "ENSG00000101079.21" "NDRG3"
"ENSG00000172137.19" -0.435379803231465 2.03821956429474 -3.98262059874178 7.27378241111937e-05 0.00149317781595304 1.19160739116762 "ENSG00000172137.19" "CALB2"
"ENSG00000151650.8" 0.287391928209791 -0.529860737186482 3.98133742339726 7.3125919431104e-05 0.00149945233665493 1.36824053343357 "ENSG00000151650.8" "VENTX"
"ENSG00000279631.1" -0.295758407265616 -0.514185107168947 -3.98044843836678 7.339594136985e-05 0.00150329434868787 1.36744917033903 "ENSG00000279631.1" "AL158211.5"
"ENSG00000171720.10" 0.0919931307953217 5.54731719704488 3.97974098469698 7.36114991330549e-05 0.00150389035805437 1.00758057677838 "ENSG00000171720.10" "HDAC3"
"ENSG00000181744.9" -0.212399977984511 4.18286060378471 -3.97960870052835 7.36518719703791e-05 0.00150389035805437 1.04812037176267 "ENSG00000181744.9" "DIPK2A"
"ENSG00000260565.7" 0.209926312779043 3.36804496497212 3.97953917916622 7.36730981430859e-05 0.00150389035805437 1.23960641483397 "ENSG00000260565.7" "ERVK13-1"
"ENSG00000166444.19" -0.187228831147954 5.12841905242956 -3.97537542378646 7.49549880901106e-05 0.00152834229078804 1.00422256176977 "ENSG00000166444.19" "DENND2B"
"ENSG00000123739.11" 0.169848904601446 5.16434272017712 3.97463144096416 7.51862499885147e-05 0.00153134100200572 1.0644815703189 "ENSG00000123739.11" "PLA2G12A"
"ENSG00000163071.11" -0.385835239878363 2.97576781029613 -3.97421453344544 7.53161380382064e-05 0.00153227060250436 1.26763787167227 "ENSG00000163071.11" "SPATA18"
"ENSG00000206538.9" -0.32785656080401 3.45557962460481 -3.97373727153704 7.54650904233004e-05 0.00153281962214681 1.17126516352757 "ENSG00000206538.9" "VGLL3"
"ENSG00000129625.13" 0.140077672946687 8.02983831850887 3.9731708191949 7.56422409701955e-05 0.00153281962214681 0.950579625153718 "ENSG00000129625.13" "REEP5"
"ENSG00000073712.15" -0.208195906458966 5.46201508350949 -3.97307892317876 7.5671017342945e-05 0.00153281962214681 0.991046158353276 "ENSG00000073712.15" "FERMT2"
"ENSG00000171992.13" -0.189659275676271 6.16452297441646 -3.97304951042524 7.56802298596786e-05 0.00153281962214681 0.961160500654983 "ENSG00000171992.13" "SYNPO"
"ENSG00000108604.16" -0.158458665435989 7.30093637280689 -3.97155124320248 7.61509171813721e-05 0.00154063724326451 0.943181720232212 "ENSG00000108604.16" "SMARCD2"
"ENSG00000124370.11" 0.131230329542678 3.48750888995617 3.96995595135598 7.66551316108691e-05 0.00154911503748721 1.15656381646507 "ENSG00000124370.11" "MCEE"
"ENSG00000158488.16" -0.497077617780845 0.0386531053584141 -3.96808184113037 7.72515086200535e-05 0.00155943444925808 1.31097252946967 "ENSG00000158488.16" "CD1E"
"ENSG00000154548.9" -0.239876511690781 -0.721381333352239 -3.96759574183951 7.74069105147317e-05 0.00156083912244117 1.26018698359909 "ENSG00000154548.9" "SRSF12"
"ENSG00000169410.10" -0.101223276012359 5.68724516010843 -3.96693384923473 7.76189880172634e-05 0.00156338223040752 0.954132481750419 "ENSG00000169410.10" "PTPN9"
"ENSG00000198108.4" -0.265911330678352 2.11595843609652 -3.96616168440001 7.78670931612021e-05 0.0015657415308789 1.25888809309702 "ENSG00000198108.4" "CHSY3"
"ENSG00000127990.19" -0.300784605670406 4.63220867549972 -3.96603367689788 7.79082958788984e-05 0.0015657415308789 0.991861917024718 "ENSG00000127990.19" "SGCE"
"ENSG00000112769.20" -0.2155317466451 6.47109475314798 -3.96563807326928 7.80357622422514e-05 0.00156657223362259 0.927528865391993 "ENSG00000112769.20" "LAMA4"
"ENSG00000275713.2" -0.546088755565177 1.14193650073873 -3.96431081781062 7.84648575669681e-05 0.0015734496465579 1.26317321589031 "ENSG00000275713.2" "H2BC9"
"ENSG00000101057.16" -0.280367702751885 5.12166004824722 -3.9634448374694 7.87460280156453e-05 0.00157734885192572 0.929366207210381 "ENSG00000101057.16" "MYBL2"
"ENSG00000103449.12" -0.412827084084008 0.207863139747866 -3.96309161519814 7.88609874897834e-05 0.00157791379589019 1.29719014889775 "ENSG00000103449.12" "SALL1"
"ENSG00000162873.15" -0.293953864911246 0.0403949689028731 -3.96092154653361 7.95707504968204e-05 0.00159036572531447 1.27617993595529 "ENSG00000162873.15" "KLHDC8A"
"ENSG00000160007.19" 0.155843954141804 7.441530661112 3.95774742967343 8.06198064266023e-05 0.00160956425827337 0.890099303108451 "ENSG00000160007.19" "ARHGAP35"
"ENSG00000154096.14" -0.238243930478517 6.60191678715857 -3.95694118471442 8.08883505480503e-05 0.0016131549558859 0.895095664276428 "ENSG00000154096.14" "THY1"
"ENSG00000155886.11" -0.529314427591334 1.542086221387 -3.95567792132279 8.13108217242855e-05 0.00161911627640215 1.26003829583846 "ENSG00000155886.11" "SLC24A2"
"ENSG00000253520.1" -0.24922105622251 -1.19254601248428 -3.95535534681349 8.14190340727402e-05 0.00161911627640215 1.27493828849474 "ENSG00000253520.1" "AC136628.3"
"ENSG00000169857.9" -0.135696035133491 3.38049611989712 -3.95493125480192 8.15615093772739e-05 0.00161911627640215 1.06525241900546 "ENSG00000169857.9" "AVEN"
"ENSG00000198585.12" 0.117504135553886 5.55338905171146 3.95471456812808 8.16343971372492e-05 0.00161911627640215 0.948654330039153 "ENSG00000198585.12" "NUDT16"
"ENSG00000170801.10" -0.3673855613204 6.19010873772312 -3.95462209590333 8.16655211534051e-05 0.00161911627640215 0.918562334499147 "ENSG00000170801.10" "HTRA3"
"ENSG00000131620.17" -0.319759742453805 6.45388766612479 -3.9543001666128 8.17739627566414e-05 0.00161911627640215 0.909150427969522 "ENSG00000131620.17" "ANO1"
"ENSG00000064042.18" 0.293125882283634 5.95332091886695 3.95419203712112 8.18104166490859e-05 0.00161911627640215 0.901624227758017 "ENSG00000064042.18" "LIMCH1"
"ENSG00000077092.19" -0.228971094236691 2.58319044332486 -3.95305302307505 8.21953500458544e-05 0.00162496633329783 1.10701200880701 "ENSG00000077092.19" "RARB"
