"logFC" "AveExpr" "t" "P.Value" "adj.P.Val" "B" "Ensembl_ID" "Gene.name"
"ENSG00000092871.17" 0.397181667243355 4.09624287596625 6.50004950954106 5.26204370188583e-10 1.46488613649953e-09 11.5124383887343 "ENSG00000092871.17" "RFFL"
"ENSG00000196182.11" -0.474609491530029 6.06521327418024 -6.49911712024639 5.28948962802723e-10 1.47229531356263e-09 11.3552273601427 "ENSG00000196182.11" "STK40"
"ENSG00000161970.15" -0.605419099556893 4.72861865510246 -6.49583896331926 5.38710694463401e-10 1.49923084689524e-09 11.4167682291564 "ENSG00000161970.15" "RPL26"
"ENSG00000120910.15" -0.443840772257698 3.88588026016887 -6.49538660383374 5.40071556876335e-10 1.50278198646296e-09 11.5227132853066 "ENSG00000120910.15" "PPP3CC"
"ENSG00000159873.10" 0.581955613192825 5.66701956750457 6.49417388078867 5.43736555839777e-10 1.51274240346816e-09 11.344420292583 "ENSG00000159873.10" "CCDC117"
"ENSG00000229127.2" -0.848122450307057 -0.736248833232137 -6.49275169651807 5.48065708707247e-10 1.52454715987342e-09 11.8917758222273 "ENSG00000229127.2" "KANSL1L-AS1"
"ENSG00000132356.11" -0.530408460564515 6.25793388856888 -6.4924770711001 5.4890556517189e-10 1.52664360313432e-09 11.3184070492866 "ENSG00000132356.11" "PRKAA1"
"ENSG00000258682.1" -0.697017235915215 -0.410334373170189 -6.49188323490407 5.50725953751125e-10 1.53146606482747e-09 11.879119339399 "ENSG00000258682.1" "AL132989.1"
"ENSG00000224165.6" -0.576598550980266 0.829719840745554 -6.49183061790002 5.50887535471955e-10 1.53167490435538e-09 11.8297761587862 "ENSG00000224165.6" "DNAJC27-AS1"
"ENSG00000172943.20" 0.382503847531368 5.79120183938143 6.49116285971342 5.52942206614217e-10 1.53714635400163e-09 11.3215269600282 "ENSG00000172943.20" "PHF8"
"ENSG00000101098.13" 2.1859711727953 1.55930229243103 6.49092301786342 5.53682028599639e-10 1.53896145771001e-09 11.7676913594971 "ENSG00000101098.13" "RIMS4"
"ENSG00000205531.13" 0.305194008391308 7.09603552360501 6.48930514764725 5.58698016231621e-10 1.55265974666221e-09 11.3033048515764 "ENSG00000205531.13" "NAP1L4"
"ENSG00000174684.7" -0.457011500299125 4.71048977462183 -6.48918345363833 5.59077112092704e-10 1.55346952185031e-09 11.388923416996 "ENSG00000174684.7" "B4GAT1"
"ENSG00000051620.11" -0.578118988129957 6.74067808017895 -6.48740814589216 5.64636290391479e-10 1.56867032770565e-09 11.2898454569927 "ENSG00000051620.11" "HEBP2"
"ENSG00000172476.4" -0.751850982835952 -1.06050802429079 -6.48680840882459 5.66526543046148e-10 1.57367496924252e-09 11.8681018051439 "ENSG00000172476.4" "RAB40A"
"ENSG00000085415.16" 0.331411510677083 5.17315466694078 6.48655369775543 5.67331221409312e-10 1.57566304882865e-09 11.3240611126487 "ENSG00000085415.16" "SEH1L"
"ENSG00000143028.9" -1.09483117131411 0.178984709828925 -6.48631194330475 5.68096005976939e-10 1.57753972434267e-09 11.8292854361362 "ENSG00000143028.9" "SYPL2"
"ENSG00000001497.18" 0.328035270117581 5.58845424564799 6.4852591751361 5.71438238303267e-10 1.5865719765777e-09 11.2938383426862 "ENSG00000001497.18" "LAS1L"
"ENSG00000261366.1" -0.90865938598193 -1.20127829767531 -6.48453527033247 5.73747624976309e-10 1.59273419842561e-09 11.8561409481573 "ENSG00000261366.1" "MANEA-DT"
"ENSG00000166887.16" -0.30064189733752 6.5651975349075 -6.48425845982887 5.74633121399371e-10 1.59494236218528e-09 11.2710207910609 "ENSG00000166887.16" "VPS39"
"ENSG00000183317.17" 1.46548131474239 1.68320663637237 6.48370542748011 5.76406253414774e-10 1.5996131548463e-09 11.7180072509421 "ENSG00000183317.17" "EPHA10"
"ENSG00000170142.12" 0.277596520141255 4.44589654831276 6.48315660213029 5.78171210115404e-10 1.60425979983611e-09 11.378038532595 "ENSG00000170142.12" "UBE2E1"
"ENSG00000145781.9" 0.380596301812027 4.54155396488431 6.48278029698394 5.79384429267517e-10 1.6073743149682e-09 11.377101372619 "ENSG00000145781.9" "COMMD10"
"ENSG00000135315.12" -0.395058821500968 3.66200112204106 -6.48267914856134 5.79710961051173e-10 1.60802832124939e-09 11.4821540470479 "ENSG00000135315.12" "CEP162"
"ENSG00000125901.6" 0.526244890012047 4.83574501773051 6.48201409033602 5.81862437674279e-10 1.61374344404152e-09 11.3259185213399 "ENSG00000125901.6" "MRPS26"
"ENSG00000132004.13" 0.600366241330432 2.99242009025851 6.48141080391621 5.83820864744523e-10 1.61892145537658e-09 11.5629431553907 "ENSG00000132004.13" "FBXW9"
"ENSG00000250903.9" -0.491728829507815 2.98550116940179 -6.48108478299542 5.84881908375762e-10 1.62160981202929e-09 11.5697702971364 "ENSG00000250903.9" "GMDS-DT"
"ENSG00000164904.18" -0.47097332174393 6.6139678758586 -6.47978961164596 5.89115819640476e-10 1.63309285986108e-09 11.2469601771511 "ENSG00000164904.18" "ALDH7A1"
"ENSG00000224531.6" 0.402808194215039 4.13915551928538 6.47640181822012 6.00333392783136e-10 1.66389776064393e-09 11.3744803008071 "ENSG00000224531.6" "SMIM13"
"ENSG00000126001.16" 0.563310056629307 5.21883481876794 6.47637705405826 6.00416158786932e-10 1.66389776064393e-09 11.2675370109612 "ENSG00000126001.16" "CEP250"
"ENSG00000135930.14" 0.297342320407711 5.77852905021328 6.47477670740107 6.0578862091593e-10 1.67852350829819e-09 11.2296162580655 "ENSG00000135930.14" "EIF4E2"
"ENSG00000287778.1" -0.924601623942118 -0.598867922355361 -6.47454691715776 6.06563907691089e-10 1.68040878603424e-09 11.787087692512 "ENSG00000287778.1" "AC006230.1"
"ENSG00000133328.4" 1.48045147955915 0.65991072233322 6.47409284590426 6.08098760523164e-10 1.68439742690425e-09 11.7412207125032 "ENSG00000133328.4" "PLAAT2"
"ENSG00000168802.14" -0.741436288863636 -1.3934120560511 -6.47354565424727 6.09953448531446e-10 1.68903314050708e-09 11.8022961329241 "ENSG00000168802.14" "CHTF8"
"ENSG00000073803.14" 0.441495575540256 5.24117917275547 6.47353776236846 6.09980238399083e-10 1.68903314050708e-09 11.24997721885 "ENSG00000073803.14" "MAP3K13"
"ENSG00000100490.9" -0.481606784373629 2.35437610720715 -6.47351472785482 6.10058438248759e-10 1.68903314050708e-09 11.6065456940752 "ENSG00000100490.9" "CDKL1"
"ENSG00000196505.11" 0.472892094774601 4.45711939964037 6.47333942070439 6.10653911089074e-10 1.69041753974658e-09 11.3180242199238 "ENSG00000196505.11" "GDAP2"
"ENSG00000181929.13" 0.317178788233035 5.9998009647636 6.47319928229348 6.11130335441559e-10 1.69147200672065e-09 11.2171847454953 "ENSG00000181929.13" "PRKAG1"
"ENSG00000157601.14" 1.04651004054532 6.00633590366184 6.47223825127812 6.14407375239397e-10 1.70027640982265e-09 11.2146475313348 "ENSG00000157601.14" "MX1"
"ENSG00000123130.17" -0.498593189163943 4.99803306974737 -6.47108911872933 6.18348490744995e-10 1.71091550063812e-09 11.2538385565951 "ENSG00000123130.17" "ACOT9"
"ENSG00000100554.12" 0.363810114130903 5.8813006087494 6.47046603344452 6.20495822943336e-10 1.71658880352225e-09 11.2052863087874 "ENSG00000100554.12" "ATP6V1D"
"ENSG00000178826.11" -1.42257445507834 1.06707311325454 -6.47037198463525 6.20820577948015e-10 1.71721899984965e-09 11.6769374528934 "ENSG00000178826.11" "TMEM139"
"ENSG00000188257.12" -2.46441147630718 2.33154588191986 -6.46952624932069 6.23748453194331e-10 1.72504822837676e-09 11.5211212713353 "ENSG00000188257.12" "PLA2G2A"
"ENSG00000104853.16" 0.399112325616906 7.03221533886368 6.4694483223664 6.24018912184327e-10 1.72552676872703e-09 11.1939613763402 "ENSG00000104853.16" "CLPTM1"
"ENSG00000188295.15" 0.448499814335871 2.70744296053034 6.46940792116166 6.24159176899386e-10 1.72564520481814e-09 11.538802212434 "ENSG00000188295.15" "ZNF669"
"ENSG00000087303.18" 0.938649825804989 4.67567680830906 6.46898128759057 6.25642252831695e-10 1.72947556421136e-09 11.298064897201 "ENSG00000087303.18" "NID2"
"ENSG00000053108.17" 1.49983219368307 0.648213002984661 6.46852117254922 6.27245597590602e-10 1.73363713778514e-09 11.7089957713304 "ENSG00000053108.17" "FSTL4"
"ENSG00000109814.12" 0.782855022855396 6.55713995587315 6.46846581431735 6.27438774032074e-10 1.73390047228617e-09 11.1920101162101 "ENSG00000109814.12" "UGDH"
"ENSG00000177791.12" -1.13581785833558 -0.0610643229494539 -6.46771598571022 6.30061117187555e-10 1.74087557667844e-09 11.7307580809688 "ENSG00000177791.12" "MYOZ1"
"ENSG00000284308.1" 0.886402833513026 -1.09176218937849 6.46426520322771 6.42268822398279e-10 1.77432898354327e-09 11.7464339020894 "ENSG00000284308.1" "C2orf81"
"ENSG00000185904.12" -1.18851561078044 0.842404492508811 -6.46352949711901 6.44901392026985e-10 1.78132385436524e-09 11.6421889865179 "ENSG00000185904.12" "LINC00839"
"ENSG00000243431.1" -0.780667998438553 -0.756513491692403 -6.46072446116202 6.55036215577495e-10 1.80903577328754e-09 11.7186748205519 "ENSG00000243431.1" "RPL5P30"
"ENSG00000108179.14" 0.673413511277677 6.06573592126405 6.46046517463683 6.55980899269279e-10 1.81136228671004e-09 11.1447646414519 "ENSG00000108179.14" "PPIF"
"ENSG00000236204.6" -0.648297775712451 -0.14176384112008 -6.46024650084516 6.56778654715473e-10 1.81307679210286e-09 11.6953272899163 "ENSG00000236204.6" "LINC01376"
"ENSG00000196850.6" -0.41722139939419 5.26512516714438 -6.46023886083822 6.5680654385026e-10 1.81307679210286e-09 11.1813761940029 "ENSG00000196850.6" "PPTC7"
"ENSG00000287985.1" 0.874983654379051 -1.2803019238815 6.45989212821817 6.58073484054523e-10 1.81629102011682e-09 11.7269345470065 "ENSG00000287985.1" "AC073270.2"
"ENSG00000146587.18" 0.344161479437252 4.831396506546 6.45551147784582 6.74288338844514e-10 1.86075424887429e-09 11.1860344508841 "ENSG00000146587.18" "RBAK"
"ENSG00000007216.15" -2.80051500611237 1.50935919906837 -6.45470608983026 6.77311872493627e-10 1.86880675708594e-09 11.5551268684907 "ENSG00000007216.15" "SLC13A2"
"ENSG00000152137.8" -1.31822084696103 5.17603262161088 -6.45450578567705 6.78065906152624e-10 1.87059583549363e-09 11.1957333346258 "ENSG00000152137.8" "HSPB8"
"ENSG00000178852.16" -0.728740374185686 1.26767500240727 -6.45443081570329 6.78348338365452e-10 1.87108354162755e-09 11.6041392703007 "ENSG00000178852.16" "EFCAB13"
"ENSG00000149499.12" -0.503297209656338 5.24732475562252 -6.45304575870665 6.83587057318119e-10 1.88523985863613e-09 11.1389329043935 "ENSG00000149499.12" "EML3"
"ENSG00000164687.11" -1.09309335541742 2.90032949644894 -6.45108316009115 6.91078322183836e-10 1.90560301482141e-09 11.3784028409167 "ENSG00000164687.11" "FABP5"
"ENSG00000288558.2" -0.54835810650029 2.60751016469292 -6.44979955103992 6.96021424822817e-10 1.91893453534199e-09 11.4453120113596 "ENSG00000288558.2" "DUS4L-BCAP29"
"ENSG00000159596.7" 0.325716971083853 4.79843103616487 6.44948126684409 6.97252481171364e-10 1.92202936872e-09 11.1548811487326 "ENSG00000159596.7" "TMEM69"
"ENSG00000139921.13" 0.348025495333189 5.76009990889127 6.44667650058887 7.08193586420869e-10 1.95188556008403e-09 11.0815676123761 "ENSG00000139921.13" "TMX1"
"ENSG00000106211.10" 0.987197695992421 7.85937528238054 6.44644600565284 7.09100184580987e-10 1.95408018813037e-09 11.0890820121371 "ENSG00000106211.10" "HSPB1"
"ENSG00000134283.18" 0.23369279479904 5.48746718666675 6.44404430590302 7.18614786195089e-10 1.97999167366229e-09 11.0764840542601 "ENSG00000134283.18" "PPHLN1"
"ENSG00000235961.6" -1.13207164171429 -0.777135818032435 -6.44401038030973 7.18750080246297e-10 1.98005641176577e-09 11.622232452252 "ENSG00000235961.6" "PNMA6A"
"ENSG00000117479.15" 0.709422994312922 5.49629450477076 6.44286476764891 7.23333456532441e-10 1.99237307132909e-09 11.0822665276064 "ENSG00000117479.15" "SLC19A2"
"ENSG00000255224.1" 0.706604191631279 -0.402603021395085 6.44242568624839 7.25097735342104e-10 1.9969220946422e-09 11.6027343324886 "ENSG00000255224.1" "AC109322.1"
"ENSG00000078070.13" -0.621560860648816 5.06992675052336 -6.44114430837925 7.30270654371856e-10 2.01085565291977e-09 11.0844756079143 "ENSG00000078070.13" "MCCC1"
"ENSG00000170458.14" -0.764112982504002 5.93771656105028 -6.44031603387062 7.33633663033546e-10 2.0198019284917e-09 11.0395800062041 "ENSG00000170458.14" "CD14"
"ENSG00000143333.7" 0.932742823895374 4.43913220767844 6.44008836604585 7.34560715035554e-10 2.02203991669175e-09 11.1454594900107 "ENSG00000143333.7" "RGS16"
"ENSG00000082515.18" 0.339698017830165 4.2441135015751 6.43958229121865 7.36625549255698e-10 2.02740871839435e-09 11.1647488218501 "ENSG00000082515.18" "MRPL22"
"ENSG00000154760.14" -1.03809116635925 3.8023785306509 -6.43860540450439 7.40627475158215e-10 2.03804549747811e-09 11.2135464613816 "ENSG00000154760.14" "SLFN13"
"ENSG00000071794.16" 0.652351384767352 5.04416795381314 6.43858278468232 7.40720392257162e-10 2.03804549747811e-09 11.0832654422913 "ENSG00000071794.16" "HLTF"
"ENSG00000166341.8" -0.608426519503911 5.33974508292573 -6.43821542170687 7.42231039732018e-10 2.04188473822519e-09 11.0667723763501 "ENSG00000166341.8" "DCHS1"
"ENSG00000144802.11" -1.09588492350174 5.15516629985257 -6.43806712519313 7.42841712371069e-10 2.04324733154279e-09 11.0763677766118 "ENSG00000144802.11" "NFKBIZ"
"ENSG00000197302.10" 0.363007875598557 4.27008729171756 6.43764159493992 7.44596750886755e-10 2.04775668555207e-09 11.1559669814448 "ENSG00000197302.10" "ZNF720"
"ENSG00000012211.13" 0.377331827253361 3.06047155019656 6.43534713006381 7.54130345349282e-10 2.07365355480223e-09 11.3080481089086 "ENSG00000012211.13" "PRICKLE3"
"ENSG00000198363.18" -0.852818235523037 8.40281954373641 -6.43520502905774 7.5472470659196e-10 2.07496573710807e-09 11.0474355880775 "ENSG00000198363.18" "ASPH"
"ENSG00000149136.9" 0.377980919321323 7.17714990843272 6.43487258458202 7.56117008838736e-10 2.07847095197002e-09 11.0096662856362 "ENSG00000149136.9" "SSRP1"
"ENSG00000274828.1" -0.558789677248991 2.30407605676183 -6.4340408002341 7.59611643582728e-10 2.08775323083391e-09 11.3938853156492 "ENSG00000274828.1" "AC068473.5"
"ENSG00000231305.4" 0.813913804675125 -0.65505097730316 6.43383421338278 7.60482047546207e-10 2.08982118604979e-09 11.5668322027446 "ENSG00000231305.4" "AC112484.1"
"ENSG00000261098.1" -0.49516304071753 1.7093921697363 -6.43364580734317 7.61276704908012e-10 2.0916803786264e-09 11.4613332011322 "ENSG00000261098.1" "AP000766.1"
"ENSG00000130193.8" 0.669126118245902 5.22775512762965 6.43311487962235 7.63520436494585e-10 2.09751984655741e-09 11.0312359548271 "ENSG00000130193.8" "THEM6"
"ENSG00000198755.11" -0.437384070492648 9.30329114978521 -6.43299741662085 7.64017718619777e-10 2.09856045509846e-09 11.0759272318725 "ENSG00000198755.11" "RPL10A"
"ENSG00000259417.3" -1.07891845760922 -1.18777289433301 -6.43223123555609 7.67269174697881e-10 2.10716457637993e-09 11.5740279894786 "ENSG00000259417.3" "CTXND1"
"ENSG00000273305.1" 0.639020610833932 -0.575497874695115 6.4320770996336 7.67924923885543e-10 2.10863850030029e-09 11.5577616685317 "ENSG00000273305.1" "AC009237.15"
"ENSG00000011332.19" 1.00548749365175 -1.34308026588988 6.43073407009518 7.73661988849013e-10 2.12393464303254e-09 11.5674408354671 "ENSG00000011332.19" "DPF1"
"ENSG00000109099.16" -0.695825430872944 7.2459386668701 -6.43071696602571 7.73735323631977e-10 2.12393464303254e-09 10.9884225170466 "ENSG00000109099.16" "PMP22"
"ENSG00000131055.5" -0.892513904879268 0.939611350691904 -6.43012110211793 7.76294393526228e-10 2.13062916530963e-09 11.4891649675962 "ENSG00000131055.5" "COX4I2"
"ENSG00000169750.9" 0.888827281953692 3.32387632140162 6.42938355937552 7.7947344760518e-10 2.1390229672351e-09 11.2267504313696 "ENSG00000169750.9" "RAC3"
"ENSG00000068354.16" -0.285852300023829 4.30437593539346 -6.42821877961846 7.84520090292441e-10 2.15253839181556e-09 11.0949150764077 "ENSG00000068354.16" "TBC1D25"
"ENSG00000198695.2" -1.05929518951686 9.78533986089412 -6.4276821688506 7.8685584678195e-10 2.15861274819627e-09 11.0733459100172 "ENSG00000198695.2" "MT-ND6"
"ENSG00000162894.12" 0.88254616014545 3.07555095715625 6.42587334150733 7.94779718423452e-10 2.18001294610465e-09 11.2592382476282 "ENSG00000162894.12" "FCMR"
"ENSG00000167969.13" 0.613109838396078 5.11761622444295 6.42562275790551 7.95883603068869e-10 2.18270277081956e-09 11.0009689882082 "ENSG00000167969.13" "ECI1"
"ENSG00000102898.12" 0.439365809163935 6.08462739993192 6.42538220762337 7.96944704650827e-10 2.18527444868723e-09 10.9516907423557 "ENSG00000102898.12" "NUTF2"
"ENSG00000141867.18" 0.294020523291095 6.65573128805901 6.42429469230138 8.01759252293976e-10 2.19813593148276e-09 10.9433781121948 "ENSG00000141867.18" "BRD4"
"ENSG00000014824.14" 0.327756888258605 6.41665484536065 6.42320114117921 8.06629317348664e-10 2.21114561825757e-09 10.938210138496 "ENSG00000014824.14" "SLC30A9"
"ENSG00000196233.14" 0.412138206803324 5.72511022452019 6.42250257179115 8.09755547104258e-10 2.21937178810949e-09 10.951430024874 "ENSG00000196233.14" "LCOR"
"ENSG00000081026.19" 0.623277389133476 5.51320563380843 6.42221686687993 8.11037555672075e-10 2.22254156715273e-09 10.9681477321634 "ENSG00000081026.19" "MAGI3"
"ENSG00000064205.10" -1.54438913794951 4.80096669418947 -6.42109443760658 8.16093418068564e-10 2.23605051476057e-09 11.0360843649269 "ENSG00000064205.10" "CCN5"
"ENSG00000074047.22" -0.656503703597681 2.29822473360789 -6.42053142023857 8.18641111727308e-10 2.24268410360439e-09 11.3324646474937 "ENSG00000074047.22" "GLI2"
"ENSG00000079263.19" 0.900907603297762 1.18075492701623 6.41776214912914 8.31286376793165e-10 2.27697386628267e-09 11.4007085136778 "ENSG00000079263.19" "SP140"
"ENSG00000272695.2" -0.711803949206397 0.402911013814687 -6.41751171805118 8.3243932642758e-10 2.27977932740975e-09 11.4477237101074 "ENSG00000272695.2" "GAS6-DT"
"ENSG00000167522.16" -0.415033900222868 6.41019708917346 -6.41742647172744 8.32832146661584e-10 2.28050249683415e-09 10.9068345902635 "ENSG00000167522.16" "ANKRD11"
"ENSG00000204237.5" 0.571681271114674 3.5616756426548 6.41687975786519 8.3535576769036e-10 2.2870592056831e-09 11.1273561824593 "ENSG00000204237.5" "OXLD1"
"ENSG00000150403.18" 0.459802982371487 6.27452341251663 6.41648963854594 8.37161140270621e-10 2.29164775198346e-09 10.9039529322326 "ENSG00000150403.18" "TMCO3"
"ENSG00000110171.20" 0.588592276184855 4.36345196185673 6.41532020380452 8.42595971650448e-10 2.30616863759868e-09 11.0354372962163 "ENSG00000110171.20" "TRIM3"
"ENSG00000236137.1" 0.669464935927626 -1.58109497386731 6.41335797916405 8.51793149314294e-10 2.33098091277896e-09 11.4789074293386 "ENSG00000236137.1" "AL445231.1"
"ENSG00000126003.7" 0.391584291932555 4.81779056717597 6.41296944669406 8.53625902793528e-10 2.33563546491212e-09 10.9527760892809 "ENSG00000126003.7" "PLAGL2"
"ENSG00000144648.16" -1.17676146426334 1.77841337732051 -6.41161030514189 8.60067647987007e-10 2.35289745342877e-09 11.3179684166363 "ENSG00000144648.16" "ACKR2"
"ENSG00000251432.7" -0.768231542143116 1.1047692623154 -6.41009457411752 8.67307863139746e-10 2.37233815661283e-09 11.3692282710519 "ENSG00000251432.7" "LINC02615"
"ENSG00000135374.11" -2.56431401898413 3.55664816699569 -6.40914338415081 8.71881952121041e-10 2.3844813548511e-09 11.0614289456435 "ENSG00000135374.11" "ELF5"
"ENSG00000196922.10" 0.482391158646086 5.25442909984319 6.40814648318681 8.76701276199024e-10 2.39729138532668e-09 10.8951981488736 "ENSG00000196922.10" "ZNF252P"
"ENSG00000172985.11" -0.672879939127432 3.15671589396133 -6.40690451788455 8.82741918264096e-10 2.4134365721481e-09 11.1418988899315 "ENSG00000172985.11" "SH3RF3"
"ENSG00000131504.17" 0.35014204594266 7.19784358791052 6.40675616960398 8.83466177667892e-10 2.41504390688008e-09 10.8560726956749 "ENSG00000131504.17" "DIAPH1"
"ENSG00000101413.12" 0.326822104921132 5.50422461700585 6.40626439703066 8.85871263181353e-10 2.42124474416743e-09 10.8704357480226 "ENSG00000101413.12" "RPRD1B"
"ENSG00000165434.8" 0.738842402401765 4.36839293672505 6.40608901708361 8.86730538532111e-10 2.42321934391949e-09 10.9759509613169 "ENSG00000165434.8" "PGM2L1"
"ENSG00000116127.19" 0.416120004523484 5.42087733711514 6.40579656438713 8.88165233093895e-10 2.42647500509305e-09 10.8735965203846 "ENSG00000116127.19" "ALMS1"
"ENSG00000101751.10" -0.460362333295105 5.15338238098492 -6.40579031967115 8.88195892835991e-10 2.42647500509305e-09 10.8972296167097 "ENSG00000101751.10" "POLI"
"ENSG00000136830.12" 0.541501571621318 7.29836334174531 6.40512851263673 8.91451070708593e-10 2.43499227534236e-09 10.8512856154349 "ENSG00000136830.12" "NIBAN2"
"ENSG00000215769.8" -0.610020143428551 -1.02355115849815 -6.4037643470487 8.98197883343393e-10 2.45304282373089e-09 11.4131591355728 "ENSG00000215769.8" "ARHGAP27P1-BPTFP1-KPNA2P3"
"ENSG00000137098.14" -0.742340233309416 0.123038700879645 -6.40277818496303 9.03106383089458e-10 2.46606801586454e-09 11.3779969098733 "ENSG00000137098.14" "SPAG8"
"ENSG00000128965.13" 0.991736670457425 0.481875949778413 6.40253840097476 9.04303852860236e-10 2.46895722799563e-09 11.3525672240543 "ENSG00000128965.13" "CHAC1"
"ENSG00000109220.11" -0.34307039920719 3.69297160403487 -6.40200590094804 9.06968710249063e-10 2.47585123724124e-09 11.0317359359122 "ENSG00000109220.11" "CHIC2"
"ENSG00000100353.18" -0.385950026359891 7.83333746245296 -6.40187790126514 9.07610423798273e-10 2.47722117674391e-09 10.8478821208972 "ENSG00000100353.18" "EIF3D"
"ENSG00000105750.15" 0.443265144795906 3.01370302872607 6.40149853637242 9.09514951145391e-10 2.48203687207026e-09 11.1321564535265 "ENSG00000105750.15" "ZNF85"
"ENSG00000100246.13" 0.466873971697139 4.37594650608828 6.40000525687624 9.1704986282174e-10 2.50221385309441e-09 10.9283262811942 "ENSG00000100246.13" "DNAL4"
"ENSG00000177600.9" -0.588969935260321 9.12240031880627 -6.39905972931053 9.21852536131284e-10 2.51493072511109e-09 10.8852153989816 "ENSG00000177600.9" "RPLP2"
"ENSG00000173065.13" 0.432815928005038 5.35166165457802 6.39823390247542 9.26067402777932e-10 2.52604031581703e-09 10.832094821671 "ENSG00000173065.13" "FAM222B"
"ENSG00000168806.8" 0.344976188010758 4.06286189563533 6.39814993342602 9.2649702339325e-10 2.52682303377238e-09 10.9749705386397 "ENSG00000168806.8" "LCMT2"
"ENSG00000145833.16" 0.293690052644102 6.32883174467275 6.39697896528838 9.32508614049124e-10 2.54282679960339e-09 10.7962554423236 "ENSG00000145833.16" "DDX46"
"ENSG00000124549.14" -0.493331177423591 1.66572299368739 -6.39601335995309 9.37494696041784e-10 2.55602964310284e-09 11.2553422920782 "ENSG00000124549.14" "BTN2A3P"
"ENSG00000116213.16" 0.362919132373841 4.07781936756422 6.39224115504902 9.57225254257167e-10 2.60942226845447e-09 10.9197941541284 "ENSG00000116213.16" "WRAP73"
"ENSG00000232140.2" -1.03292064357561 -0.477184505875404 -6.391399399261 9.61683391225589e-10 2.62117182856208e-09 11.3350108597323 "ENSG00000232140.2" "AC073257.1"
"ENSG00000168303.9" 0.287655335370204 4.2846839483788 6.39105818568703 9.63496339135281e-10 2.62570913408601e-09 10.8894787323582 "ENSG00000168303.9" "MPLKIP"
"ENSG00000232611.1" -0.624908625431686 0.557207904969458 -6.39090530277062 9.64309730073666e-10 2.62752148143611e-09 11.297052639356 "ENSG00000232611.1" "AL683813.1"
"ENSG00000129538.14" -1.09541059777757 7.01838856915373 -6.39076581380868 9.65052448557245e-10 2.62914073471733e-09 10.7724695546213 "ENSG00000129538.14" "RNASE1"
"ENSG00000007168.14" -0.316623309974676 7.21379781115072 -6.39034167109802 9.67314277022841e-10 2.63489744084152e-09 10.7676022765705 "ENSG00000007168.14" "PAFAH1B1"
"ENSG00000153885.14" 0.574988339373318 4.85136931499011 6.39019981332445 9.68071923600028e-10 2.63655571872676e-09 10.8299839758613 "ENSG00000153885.14" "KCTD15"
"ENSG00000140832.10" 1.26808363703105 3.45000025830024 6.38974089400825 9.7052695363884e-10 2.64283562052545e-09 10.9836363164585 "ENSG00000140832.10" "MARVELD3"
"ENSG00000170214.5" -1.17252757115009 0.0890326237669337 -6.38907842729909 9.74081661879096e-10 2.65210765773108e-09 11.3034981560408 "ENSG00000170214.5" "ADRA1B"
"ENSG00000106290.15" 0.402660447715537 4.51811383980625 6.38849049779437 9.77247116607576e-10 2.66031719677786e-09 10.8491963506377 "ENSG00000106290.15" "TAF6"
"ENSG00000232640.1" -0.644548647788142 -0.351335087747368 -6.38790019968981 9.80435483180873e-10 2.66858657486037e-09 11.3088735568416 "ENSG00000232640.1" "AL354892.2"
"ENSG00000164877.19" 0.739623694324836 4.05229128372017 6.38658096636811 9.87597993855642e-10 2.68766872605674e-09 10.9028339543544 "ENSG00000164877.19" "MICALL2"
"ENSG00000138031.14" -0.554202947984666 4.96489922731117 -6.38653383038132 9.87854857369518e-10 2.6879547363453e-09 10.7953437624463 "ENSG00000138031.14" "ADCY3"
"ENSG00000233321.2" -1.0063309800862 -0.845954101066608 -6.38553334336817 9.93322421291449e-10 2.70241680545205e-09 11.3088909936023 "ENSG00000233321.2" "LINC02669"
"ENSG00000105968.19" 0.277717547645535 7.50927907964637 6.38366684343765 1.0036021843401e-09 2.72996441204846e-09 10.737910186259 "ENSG00000105968.19" "H2AZ2"
"ENSG00000230207.1" -0.61565256852191 -0.560674608714071 -6.38247487066599 1.01022155059642e-09 2.747548200647e-09 11.28849285608 "ENSG00000230207.1" "RPL4P5"
"ENSG00000239653.1" -0.849828018482362 -0.66937807168502 -6.38235165364028 1.01090824930391e-09 2.74899370542323e-09 11.289921350646 "ENSG00000239653.1" "PSMD6-AS2"
"ENSG00000146476.11" 0.797176693750345 5.86555041271509 6.38040768864441 1.02180296502201e-09 2.77819347766424e-09 10.7392374468624 "ENSG00000146476.11" "ARMT1"
"ENSG00000277534.1" 0.857128428026984 2.47280712789056 6.37820996882983 1.03425866432549e-09 2.81162781333365e-09 11.0787061487724 "ENSG00000277534.1" "AC007996.1"
"ENSG00000178996.14" -0.390567645056607 5.71058637509856 -6.37742917223021 1.03871965725368e-09 2.82332164665746e-09 10.7060703826062 "ENSG00000178996.14" "SNX18"
"ENSG00000095261.14" 0.42526436933885 5.87334018320199 6.37739365173559 1.03892304812518e-09 2.82344117006982e-09 10.6995289442161 "ENSG00000095261.14" "PSMD5"
"ENSG00000100485.12" -0.375413560632185 6.09687153327425 -6.37694121739162 1.04151711658974e-09 2.83005671247636e-09 10.6913897213356 "ENSG00000100485.12" "SOS2"
"ENSG00000141736.14" 1.06074799921702 8.01440828837937 6.37640422166964 1.0446042770332e-09 2.83800987122794e-09 10.7150854833525 "ENSG00000141736.14" "ERBB2"
