"logFC" "AveExpr" "t" "P.Value" "adj.P.Val" "B" "Ensembl_ID" "Gene.name"
"ENSG00000104219.13" -1.19447983435525 4.52176215809708 -11.4317985706123 4.41285837141876e-24 3.73416792241747e-23 43.5608896619942 "ENSG00000104219.13" "ZDHHC2"
"ENSG00000186205.13" -2.23982250723747 4.28105695077845 -11.4311269328508 4.43436368614032e-24 3.75057379394609e-23 43.595876152136 "ENSG00000186205.13" "MTARC1"
"ENSG00000067445.21" -1.14592546069496 3.46171143074281 -11.4297234635548 4.47963958066186e-24 3.78705950420536e-23 43.6745970643198 "ENSG00000067445.21" "TRO"
"ENSG00000261061.1" 1.18524335186667 1.07334770461538 11.4276611773065 4.5470064548294e-24 3.84217706686467e-23 43.8373326045344 "ENSG00000261061.1" "AC092718.4"
"ENSG00000270362.1" -0.911777619215128 0.972715123271494 -11.4254702643312 4.61968194783056e-24 3.90172565465079e-23 43.8317607920669 "ENSG00000270362.1" "HMGN3-AS1"
"ENSG00000143740.14" 0.659976437709133 5.13900252049799 11.4198401727321 4.81179572208668e-24 4.06204547349272e-23 43.420475504559 "ENSG00000143740.14" "SNAP47"
"ENSG00000113248.6" -1.16566989431545 1.39395774535097 -11.4187961663001 4.84828576911017e-24 4.09089991694665e-23 43.7696928171381 "ENSG00000113248.6" "PCDHB15"
"ENSG00000114859.16" 0.987831538289238 2.12867714258014 11.4172628162875 4.9023800953279e-24 4.13457399373107e-23 43.7077690396385 "ENSG00000114859.16" "CLCN2"
"ENSG00000184916.9" -0.974583639353864 5.1413845740046 -11.4147123451745 4.9936931064508e-24 4.20958108559496e-23 43.3844741573961 "ENSG00000184916.9" "JAG2"
"ENSG00000250303.4" -1.50454042904035 1.02824015791003 -11.4142369722692 5.0108991512464e-24 4.22207587382136e-23 43.7466626820472 "ENSG00000250303.4" "LINC02762"
"ENSG00000152332.16" 0.832454799739924 7.57081441873043 11.4136417500946 5.03252648560174e-24 4.23828229132156e-23 43.3482436114953 "ENSG00000152332.16" "UHMK1"
"ENSG00000243829.1" -1.07821600451369 -1.44388296497502 -11.4133022377174 5.04490428890298e-24 4.24668725573957e-23 43.8018081830262 "ENSG00000243829.1" "AC011495.1"
"ENSG00000106399.11" 0.716591797764556 4.16144195129039 11.4127775083313 5.06409439413488e-24 4.26081595318398e-23 43.4597441187419 "ENSG00000106399.11" "RPA3"
"ENSG00000124214.20" 0.597931296270597 7.40872358673066 11.4096642895029 5.17945545471919e-24 4.35580890591318e-23 43.3154219101121 "ENSG00000124214.20" "STAU1"
"ENSG00000140718.21" -0.874375171903237 6.59313229522558 -11.4074312923193 5.26380984229187e-24 4.42464813084155e-23 43.2913628288627 "ENSG00000140718.21" "FTO"
"ENSG00000115091.12" 0.631318340540584 7.64627992920874 11.4062157697875 5.31030210927164e-24 4.46161103687429e-23 43.2972824874859 "ENSG00000115091.12" "ACTR3"
"ENSG00000196510.12" 0.500951194476555 5.28085070792205 11.4050976959642 5.3534284912525e-24 4.49571228110825e-23 43.3039208953544 "ENSG00000196510.12" "ANAPC7"
"ENSG00000264575.1" -1.01398358521344 0.778988104764591 -11.3993689358262 5.57993790629638e-24 4.6837099648538e-23 43.6557774149842 "ENSG00000264575.1" "LINC00526"
"ENSG00000175040.6" -1.17204398791501 3.1127500893884 -11.3988622834224 5.60042452565352e-24 4.6986792408266e-23 43.4584036010793 "ENSG00000175040.6" "CHST2"
"ENSG00000103150.7" -0.902444808224402 4.02021203553221 -11.3957000146103 5.72999725223422e-24 4.80511275257198e-23 43.3498703443361 "ENSG00000103150.7" "MLYCD"
"ENSG00000284968.1" -0.856817947851422 1.0416124047612 -11.3945177915365 5.77920225724373e-24 4.84408192986483e-23 43.6128990558199 "ENSG00000284968.1" "AC093827.4"
"ENSG00000177189.14" -1.03155944026157 5.83244858167753 -11.3941778071631 5.79343049686789e-24 4.85371085761718e-23 43.2074571346971 "ENSG00000177189.14" "RPS6KA3"
"ENSG00000114200.10" -2.30864143501643 0.800810014889969 -11.3938639419994 5.80659665721528e-24 4.8624412953163e-23 43.6004415593909 "ENSG00000114200.10" "BCHE"
"ENSG00000234160.1" -1.09040639454727 0.909817612772093 -11.3885176151792 6.03550461800999e-24 5.05174018381734e-23 43.5672394458814 "ENSG00000234160.1" "AL513165.1"
"ENSG00000232859.10" -0.842519925216471 2.48527079784434 -11.3866720832957 6.11659389447533e-24 5.1171938812023e-23 43.4613243101296 "ENSG00000232859.10" "LYRM9"
"ENSG00000074935.14" -0.702520892109356 3.74483918252736 -11.3858448215046 6.15329395403311e-24 5.14546691311995e-23 43.3080384735264 "ENSG00000074935.14" "TUBE1"
"ENSG00000172500.13" 0.741496645531742 5.51680220536602 11.3836568978981 6.25141906819665e-24 5.22505347413076e-23 43.1396282990035 "ENSG00000172500.13" "FIBP"
"ENSG00000187951.11" 1.3896732254562 0.743932976817137 11.3833528093408 6.26517990680642e-24 5.23408496837021e-23 43.5345608148247 "ENSG00000187951.11" "AC091057.1"
"ENSG00000136859.10" -1.5740702474877 6.91835289597229 -11.3830825716171 6.27743424499405e-24 5.2418499723286e-23 43.1248153309839 "ENSG00000136859.10" "ANGPTL2"
"ENSG00000120688.9" -0.667193664316418 4.17396438627115 -11.3806373154151 6.38941018034891e-24 5.33283900585107e-23 43.2275237232021 "ENSG00000120688.9" "WBP4"
"ENSG00000187608.10" 2.39102545010201 4.28237764452909 11.3774244573896 6.53956970000355e-24 5.45559674784563e-23 43.1943048543669 "ENSG00000187608.10" "ISG15"
"ENSG00000102547.19" -1.18884868661385 5.69002910098376 -11.3719191983333 6.80509359499374e-24 5.67443562433776e-23 43.0639836160615 "ENSG00000102547.19" "CAB39L"
"ENSG00000133067.17" -3.04841091017594 2.54105958216328 -11.3707499209526 6.86285829007355e-24 5.71990979649377e-23 43.2928602889321 "ENSG00000133067.17" "LGR6"
"ENSG00000096092.6" 0.823851849418006 4.52626382133783 11.3690251664069 6.94895823884568e-24 5.788946348457e-23 43.1059433233455 "ENSG00000096092.6" "TMEM14A"
"ENSG00000164402.14" 0.677504015263142 6.2942178677551 11.3674508540919 7.02848785177883e-24 5.85244703069369e-23 43.0039663283345 "ENSG00000164402.14" "SEPTIN8"
"ENSG00000138182.15" 0.973584858444987 3.93843363277671 11.3661728768675 7.09371431133704e-24 5.90398374850048e-23 43.1463959011002 "ENSG00000138182.15" "KIF20B"
"ENSG00000111716.14" -1.50637617803399 2.25983323097516 -11.3655754659286 7.12441211861836e-24 5.92674791135979e-23 43.3033315100957 "ENSG00000111716.14" "LDHB"
"ENSG00000166477.13" 0.765959744236543 4.89781090417813 11.3651565731241 7.14601577419779e-24 5.94192889093038e-23 43.0524716867242 "ENSG00000166477.13" "LEO1"
"ENSG00000185483.12" -1.14090758670976 2.98523432470567 -11.3575205767321 7.55147600926544e-24 6.27612349132333e-23 43.1959224113047 "ENSG00000185483.12" "ROR1"
"ENSG00000227036.8" 2.17171353274122 0.580004589554304 11.3569993174904 7.57997600005751e-24 6.29685529723352e-23 43.3417616813719 "ENSG00000227036.8" "LINC00511"
"ENSG00000204386.12" 0.741012359204593 6.28308686827786 11.3508492381567 7.9244399901324e-24 6.57992295664486e-23 42.8831033199993 "ENSG00000204386.12" "NEU1"
"ENSG00000151967.18" -1.47699222560631 -0.360637020209949 -11.3489337088662 8.03488271927691e-24 6.66619526294476e-23 43.3199710532092 "ENSG00000151967.18" "SCHIP1"
"ENSG00000135387.21" 0.608345772188663 8.51746706771293 11.3489167280404 8.0358686050404e-24 6.66619526294476e-23 42.9104728465928 "ENSG00000135387.21" "CAPRIN1"
"ENSG00000168427.9" -2.62260946407379 -0.420633006617881 -11.3467239985886 8.16419433674194e-24 6.76947780421519e-23 43.3006637864719 "ENSG00000168427.9" "KLHL30"
"ENSG00000162928.9" 0.667932609952706 5.4923327097665 11.3339944616854 8.95056509994971e-24 7.41803736477348e-23 42.7815142943 "ENSG00000162928.9" "PEX13"
"ENSG00000279833.1" -1.41001514731242 0.235412842764136 -11.3308052533139 9.15913353862576e-24 7.58734397112259e-23 43.1796711251575 "ENSG00000279833.1" "AL031846.2"
"ENSG00000080200.10" -1.5191057942998 4.71076674287478 -11.3291590798596 9.26867909019291e-24 7.67450095214617e-23 42.8183691636052 "ENSG00000080200.10" "CRYBG3"
"ENSG00000162618.15" -1.32502791169839 5.6481497836199 -11.3248463927499 9.56190236373205e-24 7.91359125065693e-23 42.7276873340889 "ENSG00000162618.15" "ADGRL4"
"ENSG00000106034.18" -2.20903697752576 4.6402140520492 -11.3229690839519 9.69241401076303e-24 8.01785822254199e-23 42.8007954083761 "ENSG00000106034.18" "CPED1"
"ENSG00000071243.16" -0.564339670076655 3.76911349628359 -11.3228452758661 9.70108338178897e-24 8.02128327613747e-23 42.854629661222 "ENSG00000071243.16" "ING3"
"ENSG00000271474.1" -1.78405791156595 -0.413199801256475 -11.3200918744598 9.89589414081638e-24 8.17854321642552e-23 43.1167415113331 "ENSG00000271474.1" "AC106881.1"
"ENSG00000138735.16" -1.25853327949318 4.9706760003169 -11.319751683636 9.92023270020861e-24 8.19483401834863e-23 42.7283689321132 "ENSG00000138735.16" "PDE5A"
"ENSG00000182628.13" 0.951644783580448 4.94306915472513 11.3189081374159 9.98084099460563e-24 8.24105710281866e-23 42.7146065629532 "ENSG00000182628.13" "SKA2"
"ENSG00000151882.11" -2.93982055464927 5.14963050282299 -11.3187163502947 9.99467220983742e-24 8.24863185034625e-23 42.7405262498418 "ENSG00000151882.11" "CCL28"
"ENSG00000150281.7" -1.44217764991801 2.83962341552553 -11.3178959981756 1.00540499787307e-23 8.29377173606428e-23 42.9185311369061 "ENSG00000150281.7" "CTF1"
"ENSG00000120539.15" 0.796829769489181 3.81844365978026 11.3169446443841 1.01233502848192e-23 8.34705106584881e-23 42.8016581143823 "ENSG00000120539.15" "MASTL"
"ENSG00000157193.18" 1.29904465868123 2.41536887575197 11.3127048924705 1.04380260215568e-23 8.60250715997174e-23 42.9184844968214 "ENSG00000157193.18" "LRP8"
"ENSG00000196843.17" -1.4509332296082 5.42860462635128 -11.3098086645357 1.06585721337918e-23 8.78018470053891e-23 42.6227757132605 "ENSG00000196843.17" "ARID5A"
"ENSG00000168374.11" 0.716769451106289 7.82762619435496 11.3091077874862 1.07126379402687e-23 8.82040115145819e-23 42.6032607491724 "ENSG00000168374.11" "ARF4"
"ENSG00000188783.6" -2.19991460701974 6.42317521108356 -11.3090468360436 1.07173526497307e-23 8.82040115145819e-23 42.6034876805344 "ENSG00000188783.6" "PRELP"
"ENSG00000286389.1" -1.77477647143871 -0.318014675611695 -11.3085472826394 1.07560720860532e-23 8.8481557229953e-23 43.0321227950625 "ENSG00000286389.1" "AL731702.1"
"ENSG00000181544.15" 1.09514243184263 0.387618521252557 11.3067542089901 1.08962019624482e-23 8.9592680109991e-23 43.002480263764 "ENSG00000181544.15" "FANCB"
"ENSG00000259826.1" -0.868675982538598 -0.0643533221722406 -11.3064013350644 1.09239928695724e-23 8.97795070593953e-23 43.0120249892394 "ENSG00000259826.1" "AC072061.1"
"ENSG00000101166.16" 0.75784479930946 6.32902347318416 11.3039639813015 1.11178881602788e-23 9.13306666079306e-23 42.545793601017 "ENSG00000101166.16" "PRELID3B"
"ENSG00000166847.10" 0.521036783017228 6.47223550804439 11.3038586523199 1.11263441451872e-23 9.13577566784471e-23 42.5432488743815 "ENSG00000166847.10" "DCTN5"
"ENSG00000152766.6" 2.22789418399352 1.85519498478563 11.3033745696066 1.11652896274268e-23 9.16350531007208e-23 42.8843184191912 "ENSG00000152766.6" "ANKRD22"
"ENSG00000141447.18" -0.913540091858843 6.43134810755552 -11.3022447103605 1.1256718775223e-23 9.23426337322715e-23 42.5355951998138 "ENSG00000141447.18" "OSBPL1A"
"ENSG00000113456.19" 0.584622885737858 4.9534879269734 11.302156552818 1.12638838673958e-23 9.2358632951596e-23 42.5896755124338 "ENSG00000113456.19" "RAD1"
"ENSG00000149968.12" 2.58774992615672 1.89440694245148 11.2994007394863 1.14901725393317e-23 9.41704978454897e-23 42.8549938210831 "ENSG00000149968.12" "MMP3"
"ENSG00000265763.4" -1.63828582961695 -0.307462257905612 -11.2989670464887 1.15261948733358e-23 9.44220339508099e-23 42.9587173933097 "ENSG00000265763.4" "ZNF488"
"ENSG00000265511.1" -1.34854307689943 -1.36860985536077 -11.2975443620373 1.16451546352325e-23 9.53524427852993e-23 42.9708634877742 "ENSG00000265511.1" "AC020558.2"
"ENSG00000204677.13" 2.16207330165892 -0.823637740986379 11.2962363834118 1.17556026833935e-23 9.62123286162577e-23 42.9541961649918 "ENSG00000204677.13" "FAM153CP"
"ENSG00000120992.18" 1.03211653183198 6.22771430442931 11.2947697665299 1.18806888185668e-23 9.71911684367838e-23 42.4854343308947 "ENSG00000120992.18" "LYPLA1"
"ENSG00000166979.13" -1.17383425203478 4.25449197735781 -11.292181967197 1.21046440420084e-23 9.89775395327843e-23 42.5791550543629 "ENSG00000166979.13" "EVA1C"
"ENSG00000168743.13" 1.78840363874239 6.32092085777867 11.2913839327952 1.21745534648378e-23 9.95032378475964e-23 42.4769498463873 "ENSG00000168743.13" "NPNT"
"ENSG00000245904.4" -1.565662935269 -0.550890931035941 -11.2880087551875 1.24747043560118e-23 1.01909358325334e-22 42.8855084825924 "ENSG00000245904.4" "AC025164.1"
"ENSG00000102837.7" -4.16056388950409 2.11102548604621 -11.2852019096299 1.2729924191973e-23 1.03946374994944e-22 42.6819464633723 "ENSG00000102837.7" "OLFM4"
"ENSG00000239665.8" -0.910055304914325 3.40908257263256 -11.2834912684666 1.288801476343e-23 1.05188769343368e-22 42.6122684080567 "ENSG00000239665.8" "AL157392.3"
"ENSG00000130827.6" 0.853478250211744 5.50197570298901 11.282957862114 1.29377091755627e-23 1.0554572418627e-22 42.4155442822924 "ENSG00000130827.6" "PLXNA3"
"ENSG00000175556.17" -1.48732424644786 1.14201035522659 -11.281772169133 1.30488586775115e-23 1.06403469630481e-22 42.790881096887 "ENSG00000175556.17" "LONRF3"
"ENSG00000136888.8" 0.76019528095358 6.84634877789847 11.2787005148005 1.33412496087789e-23 1.08737630842652e-22 42.3652958577943 "ENSG00000136888.8" "ATP6V1G1"
"ENSG00000243156.9" -0.985423006482556 4.61910737762051 -11.2764662021591 1.35580286698507e-23 1.10453654908798e-22 42.4318471321495 "ENSG00000243156.9" "MICAL3"
"ENSG00000128591.16" -1.81656728288681 4.14688870483567 -11.2743341780613 1.3768156368388e-23 1.12113939053112e-22 42.4800237524776 "ENSG00000128591.16" "FLNC"
"ENSG00000135547.9" -1.59497997830342 3.22391967041477 -11.2715941700153 1.4042979486594e-23 1.14299269157659e-22 42.5412017189061 "ENSG00000135547.9" "HEY2"
"ENSG00000154080.14" -3.57979607088722 1.30181299895459 -11.268411053671 1.43691198038059e-23 1.16900083070834e-22 42.6387975060606 "ENSG00000154080.14" "CHST9"
"ENSG00000153767.10" 0.618020899208095 4.06917014807123 11.2682281374678 1.43880890477487e-23 1.17000663509953e-22 42.4306251646453 "ENSG00000153767.10" "GTF2E1"
"ENSG00000100744.15" 0.655340191900138 4.69909283780708 11.2678106032315 1.44314828303833e-23 1.17299675267975e-22 42.3671926939365 "ENSG00000100744.15" "GSKIP"
"ENSG00000127191.18" 0.962584522837727 4.19125239159339 11.2665945149546 1.45586140357914e-23 1.18278721645826e-22 42.3974542271755 "ENSG00000127191.18" "TRAF2"
"ENSG00000154978.13" 0.985029978174419 5.30691172316157 11.2664771156072 1.45709460267726e-23 1.1832463323254e-22 42.3120014477234 "ENSG00000154978.13" "VOPP1"
"ENSG00000182054.10" 1.20420321017601 6.99261698080883 11.2646890331219 1.47600639894903e-23 1.198054506498e-22 42.2707720532725 "ENSG00000182054.10" "IDH2"
"ENSG00000143207.21" 0.563988383460164 5.7844670621535 11.2623920549438 1.50066004820274e-23 1.21750756361515e-22 42.2548060895223 "ENSG00000143207.21" "COP1"
"ENSG00000138386.17" -0.858551928587946 5.37639209508481 -11.2607448457599 1.51859200445309e-23 1.23149189518629e-22 42.2639119748138 "ENSG00000138386.17" "NAB1"
"ENSG00000185043.12" 0.858931696586303 6.08259365217324 11.2601265184993 1.52537828103735e-23 1.23642904967746e-22 42.23712731769 "ENSG00000185043.12" "CIB1"
"ENSG00000171502.15" 1.45582371602775 0.782595899684588 11.2600291696752 1.52644945658069e-23 1.23673130491768e-22 42.657819971942 "ENSG00000171502.15" "COL24A1"
"ENSG00000196196.3" -2.48068416079704 1.10540224587981 -11.2577722920455 1.55149424774287e-23 1.25644785650544e-22 42.5717774949757 "ENSG00000196196.3" "HRCT1"
"ENSG00000104714.14" -0.627819295252181 3.73433797806598 -11.2549841734334 1.58300055908875e-23 1.28137673226786e-22 42.3726739959246 "ENSG00000104714.14" "ERICH1"
"ENSG00000119900.9" -1.16238293763393 6.55275311435466 -11.2541522224862 1.59252473656822e-23 1.28849728685974e-22 42.1917958718783 "ENSG00000119900.9" "OGFRL1"
"ENSG00000169994.18" -1.76025965000227 0.0677877504942749 -11.2536234691979 1.59860757272256e-23 1.29282825207713e-22 42.6286251123031 "ENSG00000169994.18" "MYO7B"
"ENSG00000108639.8" 0.92588525185314 7.4022392482691 11.2526203204952 1.61021162938316e-23 1.30161835545436e-22 42.1873513984191 "ENSG00000108639.8" "SYNGR2"
"ENSG00000127528.6" -1.6003156839003 5.36247611452154 -11.2503367857744 1.63694079363541e-23 1.32262127719328e-22 42.2108425979996 "ENSG00000127528.6" "KLF2"
"ENSG00000130545.16" 1.99535570145704 2.74416856163082 11.2497192139141 1.64424525437052e-23 1.32791735978825e-22 42.4291010591854 "ENSG00000130545.16" "CRB3"
"ENSG00000011009.11" 0.779974307085674 5.55567036487735 11.2449878751072 1.70129479795366e-23 1.37336518534901e-22 42.1388099081291 "ENSG00000011009.11" "LYPLA2"
"ENSG00000161813.22" 0.705579125161283 6.02573041843505 11.244225120564 1.71067485740828e-23 1.38030808198442e-22 42.1249036531375 "ENSG00000161813.22" "LARP4"
"ENSG00000112167.10" 0.65298751243085 4.7043885788899 11.2435072421395 1.71955013418192e-23 1.38683754219016e-22 42.1838319829158 "ENSG00000112167.10" "SAYSD1"
"ENSG00000241399.7" -1.44854138759616 2.82227208806412 -11.2342254117764 1.83852250735011e-23 1.48211525387701e-22 42.3308516788928 "ENSG00000241399.7" "CD302"
"ENSG00000041802.11" 0.58560568523441 5.55358369278108 11.2338737781169 1.84318750485243e-23 1.48519990438769e-22 42.0612793707507 "ENSG00000041802.11" "LSG1"
"ENSG00000143420.19" 0.678055549101782 7.73315337049928 11.2334188411358 1.84924050235032e-23 1.48939966062422e-22 42.0574737919338 "ENSG00000143420.19" "ENSA"
"ENSG00000145283.8" -1.77145681070109 0.138579601916412 -11.2326919412217 1.85895315236853e-23 1.49654178552723e-22 42.4770579746561 "ENSG00000145283.8" "SLC10A6"
"ENSG00000112473.18" 0.870234132138796 7.20505301413317 11.2325005083827 1.8615194771129e-23 1.49792691772587e-22 42.0400010759636 "ENSG00000112473.18" "SLC39A7"
"ENSG00000285103.2" -1.2582347100645 -0.115249678140379 -11.2321475276593 1.86626075559532e-23 1.50106013816298e-22 42.4792682466903 "ENSG00000285103.2" "AL451123.1"
"ENSG00000116833.14" -1.2457515118426 2.68905045462593 -11.2318398795904 1.87040293723319e-23 1.50370887069165e-22 42.3308020442458 "ENSG00000116833.14" "NR5A2"
"ENSG00000171992.13" -1.56391936366628 6.96857236794321 -11.2309814696661 1.88200911335669e-23 1.51235314912252e-22 42.0310634592878 "ENSG00000171992.13" "SYNPO"
"ENSG00000172292.15" 1.27824758149885 5.89723382005879 11.2302808620421 1.8915349002258e-23 1.51906955675044e-22 42.044710084059 "ENSG00000172292.15" "CERS6"
"ENSG00000247809.9" -1.35355940107363 0.282528355887354 -11.2302406886176 1.89208257139149e-23 1.51906955675044e-22 42.4578397785326 "ENSG00000247809.9" "NR2F2-AS1"
"ENSG00000139144.11" -3.45491766218485 2.21592324702839 -11.228938614525 1.90991916510886e-23 1.53269498564762e-22 42.2954673474518 "ENSG00000139144.11" "PIK3C2G"
"ENSG00000113384.14" 0.545030591471372 7.1685271786407 11.2286105687361 1.91443930430788e-23 1.53562656334225e-22 42.0093379038393 "ENSG00000113384.14" "GOLPH3"
"ENSG00000145949.11" -1.19852827099414 0.818592020655374 -11.2276528258477 1.92769713652892e-23 1.54556106768056e-22 42.4170353721193 "ENSG00000145949.11" "MYLK4"
"ENSG00000128709.13" -1.19838857524648 2.51720306923171 -11.2257356709013 1.95451148958854e-23 1.56635081412229e-22 42.3008716512433 "ENSG00000128709.13" "HOXD9"
"ENSG00000088305.18" 1.11997211107432 2.29370345200268 11.225494717985 1.95790777996339e-23 1.56836294395891e-22 42.307259485394 "ENSG00000088305.18" "DNMT3B"
"ENSG00000065665.21" 0.766522284616811 2.84335390460275 11.2245439543747 1.97136652553526e-23 1.57843004221316e-22 42.2584033824231 "ENSG00000065665.21" "SEC61A2"
"ENSG00000151702.17" -1.1164036911079 4.76262981134122 -11.2237234308216 1.98305574045409e-23 1.58707185807421e-22 42.0481572340152 "ENSG00000151702.17" "FLI1"
"ENSG00000119314.16" 0.742308969597388 7.10407747783239 11.2233058363443 1.98903131254241e-23 1.59090436031698e-22 41.971317606151 "ENSG00000119314.16" "PTBP3"
"ENSG00000160714.10" 0.556736269155402 6.37388935356293 11.2232633001874 1.98964099040263e-23 1.59090436031698e-22 41.9646892293324 "ENSG00000160714.10" "UBE2Q1"
"ENSG00000198189.11" -1.19944039186166 4.6337631287116 -11.2227463702872 1.99706513771214e-23 1.59612006561461e-22 42.059861909829 "ENSG00000198189.11" "HSD17B11"
"ENSG00000066455.13" 0.497789836963183 6.22453539362734 11.2201362761007 2.03497513702309e-23 1.6256853699511e-22 41.9441218300066 "ENSG00000066455.13" "GOLGA5"
"ENSG00000250132.6" -0.797442020488664 1.63860222927989 -11.2186970814634 2.05618448378748e-23 1.64188834050316e-22 42.3205714214533 "ENSG00000250132.6" "AC004803.1"
"ENSG00000118785.14" 2.42784289512122 6.09581185412919 11.2175282464808 2.07357158468768e-23 1.65502597279872e-22 41.9549456542549 "ENSG00000118785.14" "SPP1"
"ENSG00000214114.9" 0.724851024575385 4.6306615465257 11.2130820846196 2.14106038962497e-23 1.70812254777693e-22 41.9779388261482 "ENSG00000214114.9" "MYCBP"
"ENSG00000179476.8" -0.735967589441921 2.63699550930279 -11.2128256776908 2.14501851996871e-23 1.71050981572111e-22 42.2025446769514 "ENSG00000179476.8" "C14orf28"
"ENSG00000142871.18" -1.56111002120748 8.15671654755817 -11.2098000580656 2.19227922067945e-23 1.74741031851727e-22 41.9028122060181 "ENSG00000142871.18" "CCN1"
"ENSG00000112679.14" -0.798123912441712 5.33639777219222 -11.2068098973305 2.24000564492921e-23 1.78464867194517e-22 41.8772775390965 "ENSG00000112679.14" "DUSP22"
"ENSG00000137075.18" -0.605485300631017 6.08054394028459 -11.20583131183 2.25584883757676e-23 1.79646307384541e-22 41.8442987906306 "ENSG00000137075.18" "RNF38"
"ENSG00000242732.4" -1.11134062091143 3.6528865764781 -11.2040402255902 2.2851361858208e-23 1.81896840391336e-22 42.0333654999474 "ENSG00000242732.4" "RTL5"
"ENSG00000254973.2" 2.19325476779225 -0.748565691503521 11.1976459898163 2.39281893509225e-23 1.9038282192012e-22 42.2459919366034 "ENSG00000254973.2" "AC105219.3"
"ENSG00000146731.11" 0.72717398492507 7.53746817135939 11.1974622858381 2.39598624508292e-23 1.90549224906438e-22 41.7959917763505 "ENSG00000146731.11" "CCT6A"
"ENSG00000233251.8" -1.98160719649117 0.7546353105537 -11.1948297888536 2.44183583098017e-23 1.94108412937566e-22 42.1864586850612 "ENSG00000233251.8" "AC007743.1"
"ENSG00000235257.9" -1.00211846886797 1.86834181136927 -11.1939712558266 2.45697700096205e-23 1.95146008341552e-22 42.1290710484687 "ENSG00000235257.9" "ITGA9-AS1"
"ENSG00000117395.13" 0.694220535440113 5.62707455308329 11.1939647443575 2.45709219469065e-23 1.95146008341552e-22 41.7701867883699 "ENSG00000117395.13" "EBNA1BP2"
"ENSG00000248275.2" -1.05783839269871 2.88692422711675 -11.1935664447954 2.4641487164714e-23 1.95618726658113e-22 42.0344973510985 "ENSG00000248275.2" "TRIM52-AS1"
"ENSG00000175198.17" -0.952551180324245 4.69868185669002 -11.1924994569544 2.48315182858075e-23 1.97038987616459e-22 41.830363453652 "ENSG00000175198.17" "PCCA"
"ENSG00000106823.12" -1.91593468389342 5.53696161814708 -11.1903637060287 2.52162960985523e-23 2.00002606449377e-22 41.7864047504941 "ENSG00000106823.12" "ECM2"
"ENSG00000276728.1" -0.926473715345213 0.00304906807007965 -11.1901385531236 2.5257204429982e-23 2.00237398236084e-22 42.1789397142876 "ENSG00000276728.1" "AC142472.1"
"ENSG00000153551.14" -1.41394667349203 4.62131544731839 -11.1862100226879 2.59817254909308e-23 2.05889190232606e-22 41.7828836967136 "ENSG00000153551.14" "CMTM7"
"ENSG00000160447.7" -0.998116826678427 3.60528240458274 -11.1857427483818 2.60692698126849e-23 2.06490535622747e-22 41.8907632086718 "ENSG00000160447.7" "PKN3"
"ENSG00000176399.4" -2.2760393716174 -0.00526131565959463 -11.1753311482464 2.80979952217789e-23 2.22428320030305e-22 42.0626260544872 "ENSG00000176399.4" "DMRTA1"
"ENSG00000112578.10" 0.723582104103709 4.23106011704375 11.1752889974214 2.81065202545211e-23 2.22428320030305e-22 41.7372532814487 "ENSG00000112578.10" "BYSL"
"ENSG00000224470.8" -0.649501159342755 6.13893259878926 -11.1695381309948 2.92941398639953e-23 2.3172331895097e-22 41.5835038513837 "ENSG00000224470.8" "ATXN1L"
"ENSG00000072042.13" 0.608294919001841 5.85078959777364 11.1688433985425 2.94409549114483e-23 2.3278069305208e-22 41.5842437473126 "ENSG00000072042.13" "RDH11"
"ENSG00000125898.13" 1.24348329100611 4.12572324686424 11.1684439714492 2.9525696050583e-23 2.33346542950413e-22 41.7085419833445 "ENSG00000125898.13" "FAM110A"
"ENSG00000171700.14" 0.8583072258318 3.57013614608346 11.1682866688582 2.95591355368232e-23 2.3350662332412e-22 41.7638171859829 "ENSG00000171700.14" "RGS19"
"ENSG00000134077.16" 0.497675186522428 5.14376217612442 11.1674087053879 2.97464680659394e-23 2.34881719088655e-22 41.608864480338 "ENSG00000134077.16" "THUMPD3"
"ENSG00000203288.4" 1.16985856978407 -1.18190698340627 11.1622088359844 3.08804831461254e-23 2.43727378342704e-22 42.0011484635947 "ENSG00000203288.4" "TDRKH-AS1"
"ENSG00000130669.17" 1.15563993167199 5.85132486011551 11.1596183566558 3.14614065585509e-23 2.48201769068372e-22 41.5219426610296 "ENSG00000130669.17" "PAK4"
"ENSG00000204619.8" 0.541999257034788 6.08812682686182 11.1563897340991 3.22007057987306e-23 2.53921059840302e-22 41.4891616795034 "ENSG00000204619.8" "PPP1R11"
"ENSG00000198618.5" 0.789418788816525 4.62060272927699 11.1540428340297 3.27489498450369e-23 2.58129350558722e-22 41.5485822057375 "ENSG00000198618.5" "PPIAP22"
"ENSG00000164938.14" 1.03281083089496 6.26452064577925 11.1538119863235 3.28033766819203e-23 2.58443329365431e-22 41.4784956469227 "ENSG00000164938.14" "TP53INP1"
"ENSG00000151835.16" -1.07389157292521 4.8997326065 -11.1535613579451 3.28625692761334e-23 2.58794559559626e-22 41.5332171645724 "ENSG00000151835.16" "SACS"
"ENSG00000187605.15" 0.88201593165225 5.0807727348896 11.151922691242 3.32522164299213e-23 2.61746668973482e-22 41.4984761937597 "ENSG00000187605.15" "TET3"
"ENSG00000160145.15" -1.09673419204921 4.46197746173546 -11.15022244585 3.36613740434105e-23 2.64849664896865e-22 41.5413597949114 "ENSG00000160145.15" "KALRN"
